MJD filter mag dmag
59938.113000 g 16.3440 0.0090
59938.113550 g 16.4585 0.0484
59938.141000 g 16.3220 0.0180
59938.141353 g 16.4010 0.0210
59938.155840 g 16.4353 0.0503
59938.236330 g 16.4586 0.0426
59939.114000 g 16.4070 0.0190
59939.114439 g 16.4178 0.0215
59939.133420 g 16.4734 0.0575
59939.176280 g 16.4700 0.0503
59939.236640 g 16.4782 0.0477
59939.877990 g 16.4916 0.0269
59939.936000 g 16.4690 0.0130
59940.059950 g 16.4848 0.0475
59940.109950 g 16.4338 0.0608
59940.134980 g 16.5022 0.0516
59940.183500 g 16.4751 0.0475
59940.233260 g 16.4996 0.0465
59940.520470 g 16.4807 0.1378
59940.695040 g 16.5746 0.1324
59941.039040 g 16.5404 0.0429
59941.088660 g 16.5245 0.0464
59941.105760 g 16.5606 0.0144
59941.159190 g 16.5728 0.0458
59941.204680 g 16.5223 0.0424
59941.682270 g 16.5461 0.2047
59941.815920 g 16.5454 0.0180
59942.038540 g 16.5646 0.0596
59942.158360 g 16.5833 0.0450
59942.199180 g 16.6004 0.0445
59942.255680 g 16.6337 0.0468
59942.520980 g 16.6170 0.1054
59943.050170 g 16.6422 0.0138
59943.085260 g 16.6532 0.0609
59943.170880 g 16.6584 0.0533
59943.195370 g 16.6309 0.0432
59943.255230 g 16.6304 0.0414
59943.521120 g 16.6790 0.0881
59943.579000 g 16.6530 0.0120
59943.791010 g 16.6499 0.0188
59944.092940 g 16.6190 0.0683
59944.123100 g 16.6744 0.0644
59944.142220 g 16.6455 0.0149
59944.192300 g 16.6218 0.0557
59944.521300 g 16.6729 0.1046
59944.689350 g 16.6289 0.0984
59944.853670 g 16.7461 0.0286
59945.095320 g 16.7768 0.1737
59945.147490 g 16.7022 0.0152
59945.521240 g 16.7083 0.1118
59945.656780 g 16.7279 0.1876
59945.925160 g 16.7407 0.0294
59946.105610 g 16.7787 0.0648
59946.150968 g 16.7568 0.0365
59946.151000 g 16.7400 0.0340
59946.167200 g 16.7156 0.0647
59947.068660 g 16.7242 0.0752
59947.115390 g 16.7285 0.0189
59947.118830 g 16.7525 0.1242
59947.459969 g 16.7265 0.0171
59947.460000 g 16.8030 0.0130
59948.100870 g 16.7977 0.0672
59948.141640 g 16.7993 0.0719
59948.174780 g 16.8186 0.0619
59948.245760 g 16.8397 0.1006
59950.929710 g 16.8591 0.0231
59951.110000 g 16.8130 0.0150
59951.110193 g 16.7777 0.0179
59954.825000 g 16.8100 0.0180
59954.825455 g 16.8482 0.0204
59954.840230 g 16.8208 0.0265
59956.123000 g 16.8590 0.0370
59956.123052 g 16.8615 0.0391
59956.150190 g 16.8821 0.0428
59957.131555 g 16.8863 0.0450
59957.132000 g 16.8980 0.0440
59957.150140 g 16.8962 0.1815
59958.107670 g 16.9361 0.1576
59958.463944 g 16.9065 0.0149
59958.464000 g 16.9200 0.0120
59958.544340 g 16.9151 0.0099
59959.079150 g 16.9636 0.1472
59960.109630 g 16.9917 0.0427
59961.150000 g 16.9380 0.0310
59961.150416 g 16.9241 0.0328
59962.111000 g 16.9240 0.0440
59962.111032 g 16.9493 0.0440
59963.038860 g 16.9716 0.0102
59963.112952 g 16.9675 0.0247
59963.113000 g 16.9780 0.0230
59963.190490 g 16.9911 0.1749
59964.113000 g 16.9730 0.0370
59964.113381 g 17.0068 0.0381
59964.121680 g 16.9799 0.0142
59965.114000 g 16.9830 0.0260
59965.114228 g 17.0197 0.0283
59965.330000 g 17.0170 0.0280
59965.330084 g 17.0021 0.0260
59966.097670 g 17.0785 0.0153
59966.114713 g 17.0219 0.0240
59966.115000 g 17.0980 0.0210
59967.118244 g 17.0622 0.0595
59967.131190 g 17.0945 0.0217
59968.115789 g 17.0874 0.0339
59968.116000 g 17.0690 0.0320
59969.116000 g 17.0020 0.0240
59969.116238 g 17.0937 0.0259
59970.047730 g 17.0722 0.0138
59970.117000 g 17.0330 0.0280
59970.117106 g 17.0916 0.0298
59970.434250 g 17.0697 0.0124
59971.118000 g 17.0840 0.0360
59971.118456 g 17.1087 0.0376
59972.063110 g 17.0874 0.0141
59972.120000 g 17.1170 0.0330
59972.120251 g 17.1256 0.0341
59973.107000 g 17.1290 0.0400
59973.107203 g 17.1372 0.0426
59974.105460 g 17.1031 0.0151
59974.147460 g 17.1543 0.0480
59974.555180 g 17.1797 0.1202
59975.041790 g 17.1347 0.0126
59975.108570 g 17.1425 0.0538
59975.147080 g 17.1722 0.0728
59976.060810 g 17.1306 0.0150
59976.090000 g 17.1410 0.0150
59976.090387 g 17.1349 0.0184
59977.109868 g 17.1699 0.0439
59977.110000 g 17.1110 0.0400
59977.118380 g 17.1835 0.0771
59978.031230 g 17.1893 0.0642
59983.144829 g 17.1785 0.0339
59983.145000 g 17.1970 0.0320
59983.781500 g 17.1589 0.0170
59983.782000 g 17.1550 0.0130
59984.101911 g 17.1823 0.0503
59984.102000 g 17.1910 0.0500
59985.102000 g 17.1820 0.0450
59985.102491 g 17.1814 0.0529
59986.102772 g 17.1927 0.0558
59986.103000 g 17.2040 0.0510
59988.103045 g 17.2538 0.0963
59991.022880 g 17.2469 0.0137
59991.126000 g 17.2440 0.0290
59991.126025 g 17.3036 0.0307
59991.484723 g 17.2818 0.0172
59991.485000 g 17.2830 0.0140
59992.122410 g 17.3355 0.0526
59993.028010 g 17.3597 0.0136
59993.122378 g 17.3284 0.0789
59994.131000 g 17.3670 0.0320
59994.131373 g 17.3408 0.0336
59995.019650 g 17.2630 0.0136
59995.029860 g 17.3451 0.0110
59995.134566 g 17.3516 0.0350
59995.135000 g 17.3410 0.0330
59999.437270 g 17.3276 0.0118
59999.483977 g 17.2989 0.0197
59999.484000 g 17.3930 0.0160
60003.424010 g 17.4411 0.0137
60006.114105 g 17.4067 0.1371
60007.130862 g 17.4564 0.0773
60007.131000 g 17.3260 0.0660
60007.418460 g 17.4979 0.0142
60007.460000 g 17.3850 0.0330
60007.460082 g 17.4860 0.0348
60011.407190 g 17.5894 0.0153
60015.770000 g 17.5170 0.0170
60017.008470 g 17.8056 0.0181
60024.022000 g 17.8740 0.0190
60031.995000 g 18.1410 0.0420
60039.727000 g 18.8300 0.1560
60139.387000 g 19.8070 0.0720
60155.410000 g 19.9970 0.0800
60204.562000 g 20.3250 0.0700
60266.314000 g 20.7530 0.1000
59919.163973 i 16.9117 0.0989
59919.207720 i 16.9549 0.0502
59919.208000 i 16.9310 0.0480
59919.224120 i 16.8973 0.0232
59919.225810 i 16.9001 0.0223
59919.238611 i 16.9576 0.1208
59919.283455 i 16.9342 0.1174
59919.301889 i 16.8983 0.0312
59919.302000 i 16.8620 0.0290
59919.597946 i 16.8294 0.0201
59919.598000 i 16.8310 0.0170
59919.610626 i 16.7900 0.0187
59919.611000 i 16.7890 0.0160
59919.623970 i 16.7486 0.1969
59919.640325 i 16.7627 0.1254
59919.668620 i 16.7567 0.0183
59919.670330 i 16.7582 0.0170
59919.673700 i 16.7170 0.1204
59919.697793 i 16.7257 0.1092
59919.736857 i 16.7639 0.1748
59919.782117 i 16.7882 0.2160
59919.793660 i 16.6836 0.0367
59919.794000 i 16.6660 0.0350
59920.038491 i 16.6527 0.1072
59920.063000 i 16.6410 0.0180
59920.063476 i 16.6474 0.0210
59920.088098 i 16.6281 0.1022
59920.111970 i 16.6082 0.0226
59920.113650 i 16.6817 0.0232
59920.127052 i 16.6630 0.0799
59920.191466 i 16.6167 0.0920
59920.200485 i 16.6570 0.0989
59920.220505 i 16.6359 0.0225
59920.221000 i 16.6250 0.0200
59920.234183 i 16.6285 0.0899
59920.241729 i 16.6067 0.0877
59920.652189 i 16.6635 0.1159
59920.681904 i 16.6474 0.0328
59920.682000 i 16.6020 0.0290
59920.801620 i 16.6042 0.0327
59920.803310 i 16.5866 0.0356
59920.879000 i 16.5300 0.0380
59920.879199 i 16.5133 0.0514
59921.070000 i 16.5060 0.0210
59921.070218 i 16.5420 0.0234
59921.227870 i 16.5213 0.0268
59921.229580 i 16.5653 0.0455
59921.264678 i 16.5472 0.0218
59921.265000 i 16.5330 0.0190
59921.421669 i 16.5144 0.0236
59921.422000 i 16.5150 0.0210
59921.514750 i 16.5154 0.0143
59921.515102 i 16.5184 0.0627
59921.516450 i 16.5197 0.0152
59921.561590 i 16.5204 0.0176
59921.562000 i 16.5420 0.0150
59921.570903 i 16.4961 0.0720
59921.617885 i 16.4688 0.0796
59921.629323 i 16.4765 0.0862
59921.675979 i 16.4586 0.0908
59921.701820 i 16.4877 0.3203
59921.781000 i 16.4420 0.0320
59921.781425 i 16.4562 0.0339
59921.816330 i 16.4521 0.0307
59921.818020 i 16.4370 0.0353
59921.834623 i 16.4226 0.0463
59921.835000 i 16.4040 0.0440
59922.043000 i 16.4150 0.0230
59922.043082 i 16.4180 0.0244
59922.070703 i 16.3864 0.0236
59922.071000 i 16.3820 0.0210
59922.175632 i 16.3152 0.2375
59922.515732 i 16.3202 0.0453
59922.563730 i 16.3104 0.0697
59922.593320 i 16.3246 0.0135
59922.595020 i 16.3276 0.0136
59922.618440 i 16.3269 0.0647
59922.635499 i 16.3340 0.0635
59922.744747 i 16.3213 0.0824
59922.785223 i 16.3195 0.0915
59922.792000 i 16.3670 0.0180
59922.792207 i 16.3743 0.0207
59923.034090 i 16.3683 0.0214
59923.035000 i 16.2950 0.0260
59923.035077 i 16.3193 0.0283
59923.035780 i 16.2945 0.0224
59923.125960 i 16.3667 0.0279
59923.126000 i 16.3090 0.0250
59923.279000 i 16.3390 0.0160
59923.279304 i 16.3759 0.0194
59923.503240 i 16.3137 0.0194
59923.504970 i 16.3064 0.0175
59923.577024 i 16.2718 0.0510
59923.656084 i 16.3119 0.0455
59923.664594 i 16.3518 0.0417
59923.688000 i 16.3960 0.0140
59923.688263 i 16.3396 0.0175
59923.695657 i 16.2828 0.0506
59923.716229 i 16.2833 0.0455
59923.754954 i 16.2898 0.0822
59924.025516 i 16.2769 0.0371
59924.026000 i 16.2620 0.0350
59924.205420 i 16.2824 0.0174
59924.207100 i 16.2637 0.0156
59924.299000 i 16.2880 0.0150
59924.299136 i 16.3384 0.0183
59924.305199 i 16.3063 0.0181
59924.560072 i 16.2720 0.0338
59924.640841 i 16.2710 0.0549
59924.659888 i 16.3368 0.0526
59924.687971 i 16.3481 0.0465
59924.701758 i 16.3158 0.0523
59924.834666 i 16.3050 0.0229
59924.835000 i 16.2860 0.0200
59924.912250 i 16.3104 0.0143
59924.913940 i 16.3151 0.0149
59925.168000 i 16.3360 0.0230
59925.168013 i 16.2820 0.0252
59925.181663 i 16.3407 0.0151
59925.182000 i 16.3400 0.0110
59925.213100 i 16.3395 0.0321
59925.214810 i 16.3576 0.0380
59925.423654 i 16.3119 0.0199
59925.424000 i 16.2910 0.0170
59925.517415 i 16.3388 0.1246
59925.539831 i 16.2962 0.0719
59925.564189 i 16.2856 0.0781
59925.651170 i 16.2805 0.0139
59925.652880 i 16.2749 0.0144
59925.715987 i 16.2549 0.0914
59926.035088 i 16.2652 0.0623
59926.043560 i 16.2599 0.0581
59926.133000 i 16.2750 0.0110
59926.133045 i 16.2755 0.0149
59926.137281 i 16.2648 0.0335
59926.139127 i 16.2658 0.0315
59926.179334 i 16.2579 0.0576
59926.238930 i 16.2534 0.0354
59926.254604 i 16.2577 0.0530
59926.300839 i 16.2595 0.0601
59926.518530 i 16.2452 0.0396
59926.544015 i 16.2316 0.0453
59926.636619 i 16.2497 0.0382
59926.642610 i 16.2406 0.0128
59926.644320 i 16.2570 0.0119
59926.680740 i 16.2539 0.0181
59926.681000 i 16.2400 0.0150
59926.695107 i 16.2402 0.0719
59927.211454 i 16.2396 0.1149
59927.232211 i 16.2238 0.1139
59927.241000 i 16.2000 0.0160
59927.241092 i 16.2082 0.0192
59927.265654 i 16.2545 0.1241
59927.285446 i 16.2150 0.0179
59927.297868 i 16.2165 0.1475
59927.569383 i 16.2604 0.1934
59927.707934 i 16.1940 0.0572
59928.100580 i 16.2647 0.0343
59928.126154 i 16.2513 0.0470
59928.136993 i 16.1923 0.0462
59928.171000 i 16.2310 0.0170
59928.171243 i 16.2263 0.0208
59928.227596 i 16.2460 0.0341
59928.271710 i 16.2965 0.0563
59928.300619 i 16.2660 0.0590
59928.607420 i 16.2020 0.0124
59928.609130 i 16.2044 0.0127
59928.952000 i 16.2040 0.0130
59928.952378 i 16.2009 0.0165
59929.160756 i 16.2027 0.0154
59929.161000 i 16.2140 0.0120
59929.202598 i 16.2172 0.0152
59929.203000 i 16.1990 0.0120
59929.493000 i 16.2220 0.0120
59929.493487 i 16.2060 0.0160
59929.595675 i 16.1930 0.0807
59929.819000 i 16.1940 0.0150
59929.819278 i 16.2290 0.0183
59929.838593 i 16.2284 0.0929
59929.839000 i 16.2170 0.0850
59929.983946 i 16.2019 0.0155
59929.984000 i 16.2120 0.0120
59930.034373 i 16.1855 0.0735
59930.044086 i 16.2166 0.0643
59930.051590 i 16.2171 0.0381
59930.063396 i 16.2162 0.0349
59930.196329 i 16.2056 0.0491
59930.198000 i 16.2380 0.0100
59930.198266 i 16.2180 0.0143
59930.204604 i 16.1817 0.0472
59930.231617 i 16.1826 0.0278
59930.232000 i 16.2020 0.0250
59930.265000 i 16.1790 0.0110
59930.265053 i 16.1899 0.0154
59930.265125 i 16.1865 0.0637
59930.451878 i 16.2350 0.0148
59930.452000 i 16.2070 0.0110
59930.522665 i 16.1925 0.0389
59930.623737 i 16.2083 0.0321
59930.664000 i 16.2620 0.0180
59930.664487 i 16.2266 0.0203
59930.700348 i 16.2481 0.0492
59930.886614 i 16.2044 0.0162
59930.887000 i 16.2240 0.0130
59930.993000 i 16.2190 0.0120
59930.993473 i 16.2178 0.0157
59931.016981 i 16.2145 0.0168
59931.017000 i 16.1980 0.0130
59931.188891 i 16.1875 0.0536
59931.249000 i 16.2190 0.0100
59931.249435 i 16.2075 0.0142
59931.514584 i 16.2073 0.1020
59931.515000 i 16.1700 0.0960
59931.566730 i 16.2315 0.0126
59931.568420 i 16.2183 0.0126
59931.579707 i 16.2147 0.0570
59931.671886 i 16.2165 0.0482
59931.785756 i 16.2165 0.0192
59931.786000 i 16.2140 0.0160
59932.018522 i 16.2356 0.0204
59932.019000 i 16.2160 0.0170
59932.082047 i 16.2202 0.0570
59932.145588 i 16.1924 0.0523
59932.159878 i 16.2411 0.0201
59932.160000 i 16.2090 0.0170
59932.232174 i 16.2104 0.0388
59932.255590 i 16.2298 0.0140
59932.256000 i 16.2290 0.0100
59932.643000 i 16.2690 0.0130
59932.643484 i 16.2737 0.0166
59932.900000 i 16.2980 0.0130
59932.900378 i 16.2816 0.0169
59933.065550 i 16.2057 0.0198
59933.092309 i 16.2133 0.2119
59933.117000 i 16.2120 0.0200
59933.117053 i 16.3613 0.0237
59933.131934 i 16.2601 0.0141
59933.132000 i 16.2480 0.0100
59933.137290 i 16.1602 0.0459
59933.225993 i 16.2621 0.0545
59933.280491 i 16.2321 0.0551
59933.518000 i 16.2660 0.0120
59933.518391 i 16.2874 0.0152
59933.809000 i 16.2150 0.0170
59933.809418 i 16.2311 0.0194
59934.036000 i 16.2660 0.0110
59934.036461 i 16.2849 0.0149
59934.155500 i 16.2243 0.0174
59934.196000 i 16.1820 0.0160
59934.196001 i 16.2216 0.0194
59934.226197 i 16.2929 0.0515
59934.251876 i 16.2925 0.0553
59934.265813 i 16.2396 0.0150
59934.266000 i 16.2280 0.0110
59934.496000 i 16.2720 0.0120
59934.496361 i 16.2938 0.0152
59934.812000 i 16.2010 0.0140
59934.812076 i 16.2300 0.0178
59935.059648 i 16.3054 0.0146
59935.060000 i 16.2470 0.0110
59935.133167 i 16.2116 0.0503
59935.140706 i 16.2440 0.0462
59935.183315 i 16.1543 0.0510
59935.229001 i 16.2092 0.0524
59935.236532 i 16.2574 0.0529
59935.815000 i 16.2430 0.0140
59935.815283 i 16.3491 0.0178
59935.858590 i 16.2457 0.0595
59936.090372 i 16.1801 0.0461
59936.137451 i 16.1048 0.0663
59936.190707 i 16.2215 0.0462
59936.244113 i 16.2555 0.0396
59937.036423 i 16.2581 0.0706
59937.167349 i 16.2072 0.0444
59937.841000 i 16.2320 0.0150
59937.906640 i 16.1633 0.0138
59938.115000 i 16.1830 0.0100
59938.116011 i 16.1802 0.0534
59938.145937 i 16.2842 0.0206
59938.146000 i 16.1870 0.0170
59938.158291 i 16.1672 0.0329
59938.238797 i 16.2055 0.0547
59939.119000 i 16.1860 0.0200
59939.119023 i 16.2079 0.0229
59939.135875 i 16.1423 0.0639
59939.178737 i 16.2231 0.0483
59939.239086 i 16.1919 0.0477
59939.881410 i 16.2084 0.0328
59939.938000 i 16.1970 0.0160
59940.062396 i 16.1599 0.0428
59940.112411 i 16.1196 0.0451
59940.137430 i 16.0609 0.0404
59940.185961 i 16.1031 0.0376
59940.235722 i 16.1181 0.0342
59940.523057 i 16.0782 0.0738
59940.697620 i 16.1029 0.0849
59941.041502 i 16.1888 0.0482
59941.091124 i 16.1073 0.0492
59941.103900 i 16.2338 0.0136
59941.161643 i 16.1856 0.0520
59941.207124 i 16.1775 0.0575
59941.684860 i 16.1552 0.1114
59941.819330 i 16.1658 0.0221
59942.041003 i 16.2558 0.0605
59942.158940 i 16.2691 0.0138
59942.160822 i 16.1511 0.0295
59942.201630 i 16.2289 0.0516
59942.258145 i 16.2429 0.0477
59942.523582 i 16.1369 0.0616
59943.048900 i 16.2551 0.0136
59943.087723 i 16.1617 0.0598
59943.173329 i 16.2007 0.0390
59943.197817 i 16.2403 0.0616
59943.257679 i 16.2198 0.0445
59943.523715 i 16.1031 0.0561
59943.581000 i 16.2470 0.0130
59943.794430 i 16.1491 0.0202
59944.095394 i 16.2466 0.0619
59944.125565 i 16.1512 0.0732
59944.140870 i 16.2015 0.0136
59944.194754 i 16.1765 0.0713
59944.523896 i 16.0803 0.0476
59944.691930 i 16.1856 0.0330
59944.857090 i 16.2745 0.0342
59945.097778 i 16.2134 0.1775
59945.146130 i 16.2919 0.0139
59945.158261 i 16.1531 0.2439
59945.208284 i 16.2706 0.2387
59945.257266 i 16.1282 0.2193
59945.523839 i 16.1266 0.0808
59945.659368 i 16.2329 0.0765
59945.928580 i 16.1944 0.0324
59946.108070 i 16.1456 0.0635
59946.155565 i 16.2181 0.0314
59946.156000 i 16.1970 0.0290
59946.169656 i 16.1152 0.0738
59947.071113 i 16.1525 0.0824
59947.118810 i 16.2017 0.0301
59947.121273 i 16.1825 0.0660
59947.462000 i 16.2240 0.0120
59947.462011 i 16.2321 0.0172
59948.103323 i 16.2847 0.0675
59948.144085 i 16.1916 0.0626
59948.177235 i 16.2307 0.0669
59948.248224 i 16.2178 0.0748
59950.933100 i 16.1980 0.0218
59951.116000 i 16.1380 0.0100
59951.116186 i 16.1741 0.0141
59954.827000 i 16.1930 0.0180
59954.827483 i 16.2415 0.0211
59954.843640 i 16.2197 0.0422
59956.127634 i 16.2231 0.0416
59956.128000 i 16.1520 0.0380
59956.152650 i 16.2401 0.0428
59957.136000 i 16.1620 0.0280
59957.136139 i 16.1647 0.0293
59957.152579 i 16.1685 0.0633
59958.110131 i 16.1025 0.1377
59958.465996 i 16.2544 0.0154
59958.466000 i 16.2360 0.0120
59958.547770 i 16.1749 0.0145
59959.081601 i 16.2377 0.1266
59960.112092 i 16.2022 0.0529
59962.115620 i 16.1688 0.0302
59962.116000 i 16.1490 0.0280
59963.042270 i 16.1663 0.0161
59963.117533 i 16.2326 0.0201
59963.118000 i 16.1930 0.0170
59963.192954 i 16.2454 0.1213
59964.118188 i 16.1632 0.0400
59964.119270 i 16.1973 0.0122
59965.118812 i 16.1461 0.0356
59965.330000 i 16.1210 0.0340
59965.330077 i 16.1759 0.0304
59966.096440 i 16.2088 0.0142
59966.119000 i 16.1300 0.0180
59966.119303 i 16.1895 0.0213
59967.122842 i 16.2257 0.0504
59967.134630 i 16.2097 0.0289
59968.120000 i 16.1230 0.0210
59968.120381 i 16.1277 0.0240
59969.120823 i 16.2402 0.0187
59969.121000 i 16.1620 0.0150
59970.045510 i 16.2687 0.0127
59970.121702 i 16.2086 0.0230
59970.122000 i 16.1680 0.0200
59970.437650 i 16.1615 0.0146
59971.123000 i 16.1750 0.0230
59971.123056 i 16.2034 0.0252
59972.060510 i 16.2795 0.0128
59972.124836 i 16.2088 0.0255
59972.125000 i 16.1890 0.0230
59973.111790 i 16.2200 0.0271
59973.112000 i 16.1700 0.0240
59974.103880 i 16.2873 0.0132
59974.149932 i 16.2228 0.0730
59974.557767 i 16.1318 0.0392
59975.045240 i 16.1704 0.0153
59975.113153 i 16.1913 0.0401
59975.149536 i 16.2957 0.0514
59976.059260 i 16.2733 0.0145
59976.092000 i 16.1520 0.0120
59976.092404 i 16.2101 0.0158
59977.114000 i 16.1810 0.0230
59977.114459 i 16.2412 0.0261
59977.120830 i 16.1767 0.0598
59978.033679 i 16.2213 0.0707
59983.149000 i 16.1620 0.0260
59983.149424 i 16.1740 0.0283
59983.783529 i 16.2482 0.0153
59983.784000 i 16.2220 0.0110
59984.106694 i 16.2254 0.0347
59984.107000 i 16.1540 0.0320
59986.107000 i 16.1770 0.0240
59986.107365 i 16.2943 0.0272
59988.107654 i 16.2210 0.0850
59991.020320 i 16.3297 0.0134
59991.130617 i 16.2719 0.0230
59991.131000 i 16.2260 0.0200
59991.486800 i 16.2829 0.0148
59991.487000 i 16.2440 0.0110
59992.126988 i 16.2305 0.1314
59993.025050 i 16.2007 0.0128
59993.127176 i 16.2388 0.0714
59994.135962 i 16.2525 0.0256
59994.136000 i 16.2140 0.0230
59995.017090 i 16.2085 0.0131
59995.033270 i 16.2621 0.0140
59995.139000 i 16.2330 0.0220
59995.139152 i 16.2715 0.0246
59999.440700 i 16.2848 0.0138
59999.485996 i 16.3673 0.0195
59999.486000 i 16.3670 0.0170
60003.427430 i 16.3188 0.0162
60006.118696 i 16.3777 0.0410
60006.119000 i 16.3570 0.0390
60007.135000 i 16.3080 0.0250
60007.135450 i 16.3255 0.0273
60007.421880 i 16.3834 0.0137
60007.462000 i 16.4030 0.0160
60007.462124 i 16.4269 0.0192
60011.410630 i 16.4542 0.0171
60015.772000 i 16.5540 0.0140
60017.011900 i 16.6391 0.0281
60024.024000 i 16.7390 0.0160
60031.997000 i 17.0610 0.0250
60039.729000 i 17.7930 0.0680
60101.187000 i 18.5430 0.1150
60134.745000 i 18.8630 0.0550
60134.788000 i 18.9090 0.0690
60139.389000 i 19.0180 0.0580
60150.058000 i 19.0510 0.0370
60152.812000 i 19.1370 0.0490
60155.412000 i 19.1570 0.0690
60199.080000 i 19.6400 0.0440
60204.550000 i 19.7250 0.0710
60204.568000 i 19.7880 0.0510
60229.097000 i 19.9910 0.0740
60233.826000 i 20.0610 0.0800
60266.317000 i 20.2630 0.1270
59918.933279 o 16.6890 0.2760
59919.900921 o 16.6400 0.0430
59919.904132 o 16.5270 0.0370
59919.909537 o 16.5190 0.0320
59919.920370 o 16.5780 0.0340
59921.164896 o 16.3930 0.0330
59921.168050 o 16.4360 0.0360
59921.173944 o 16.3750 0.0310
59921.186911 o 16.4290 0.0320
59922.142535 o 16.3280 0.0360
59922.146167 o 16.3960 0.0230
59922.181296 o 16.3120 0.0300
59922.188659 o 16.3480 0.0240
59922.864024 o 16.2960 0.0220
59922.895665 o 16.3090 0.0200
59922.898865 o 16.2730 0.0230
59922.915242 o 16.3090 0.0240
59925.109816 o 16.2220 0.0150
59925.114516 o 16.2400 0.0150
59925.120532 o 16.2500 0.0160
59925.150729 o 16.2310 0.0260
59926.163125 o 16.2180 0.0160
59926.165903 o 16.2130 0.0170
59926.172211 o 16.2030 0.0160
59926.185266 o 16.2260 0.0170
59926.928168 o 16.2360 0.0170
59926.931336 o 16.2270 0.0150
59926.950787 o 16.2040 0.0170
59926.969840 o 16.1990 0.0180
59927.851435 o 16.2100 0.0150
59927.854225 o 16.1810 0.0140
59927.860169 o 16.1940 0.0140
59927.895730 o 16.1860 0.0140
59919.162770 r 16.7243 0.0797
59919.205000 r 16.7270 0.0350
59919.205420 r 16.7247 0.0360
59919.220530 r 16.7273 0.0221
59919.222220 r 16.7131 0.0213
59919.237400 r 16.7229 0.0700
59919.282250 r 16.7288 0.0612
59919.300880 r 16.6952 0.0220
59919.301000 r 16.6800 0.0190
59919.596926 r 16.5842 0.0161
59919.597000 r 16.5810 0.0130
59919.609594 r 16.6279 0.0177
59919.610000 r 16.6160 0.0140
59919.622720 r 16.5470 0.0934
59919.639080 r 16.5213 0.0732
59919.665020 r 16.5698 0.0153
59919.666720 r 16.5481 0.0139
59919.672470 r 16.4983 0.1158
59919.696550 r 16.5068 0.1021
59919.735640 r 16.5261 0.0818
59919.780890 r 16.5499 0.0971
59919.792640 r 16.5171 0.0264
59919.793000 r 16.4990 0.0240
59920.037280 r 16.4435 0.0737
59920.062000 r 16.5410 0.0140
59920.062456 r 16.5118 0.0183
59920.086890 r 16.4402 0.0669
59920.108400 r 16.4782 0.0196
59920.110090 r 16.4800 0.0205
59920.122560 r 16.4349 0.0604
59920.190260 r 16.4310 0.0514
59920.199260 r 16.4798 0.0839
59920.219000 r 16.4790 0.0150
59920.219497 r 16.4848 0.0182
59920.232960 r 16.4893 0.0530
59920.240510 r 16.4883 0.0627
59920.650800 r 16.4887 0.0828
59920.680871 r 16.4521 0.0228
59920.681000 r 16.4360 0.0200
59920.798030 r 16.4435 0.0285
59920.799720 r 16.4706 0.0263
59920.878000 r 16.4400 0.0230
59920.878179 r 16.4649 0.0257
59921.069000 r 16.3930 0.0130
59921.069210 r 16.4445 0.0170
59921.224280 r 16.3873 0.0453
59921.225980 r 16.4039 0.0464
59921.263656 r 16.3720 0.0180
59921.264000 r 16.3500 0.0150
59921.420649 r 16.4273 0.0169
59921.421000 r 16.3920 0.0130
59921.511160 r 16.3340 0.0162
59921.512870 r 16.3557 0.0143
59921.513880 r 16.3125 0.0476
59921.560569 r 16.3434 0.0153
59921.561000 r 16.3310 0.0110
59921.569680 r 16.2459 0.0512
59921.616660 r 16.2782 0.0840
59921.628100 r 16.3313 0.0550
59921.674750 r 16.3334 0.0587
59921.700580 r 16.3655 0.0591
59921.780000 r 16.2370 0.0200
59921.780417 r 16.3531 0.0231
59921.812770 r 16.3693 0.0185
59921.814460 r 16.3189 0.0208
59921.833626 r 16.3011 0.0309
59921.834000 r 16.2810 0.0290
59922.042000 r 16.3110 0.0140
59922.042073 r 16.3248 0.0168
59922.069683 r 16.2776 0.0172
59922.070000 r 16.2720 0.0140
59922.173331 r 16.2684 0.1002
59922.514510 r 16.2522 0.0497
59922.562490 r 16.1940 0.0534
59922.589730 r 16.2268 0.0121
59922.591430 r 16.2153 0.0109
59922.617220 r 16.1463 0.0559
59922.634250 r 16.1622 0.0501
59922.743510 r 16.1679 0.0647
59922.784000 r 16.1199 0.1014
59922.791000 r 16.1480 0.0130
59922.791199 r 16.1520 0.0162
59923.030520 r 16.1862 0.0170
59923.032210 r 16.2038 0.0172
59923.034000 r 16.2320 0.0200
59923.034080 r 16.2228 0.0229
59923.123659 r 16.2115 0.0240
59923.124000 r 16.2330 0.0210
59923.278000 r 16.2340 0.0120
59923.278295 r 16.1928 0.0160
59923.499660 r 16.2090 0.0142
59923.501360 r 16.2007 0.0147
59923.575780 r 16.1696 0.0290
59923.654860 r 16.1505 0.0461
59923.663370 r 16.1094 0.0500
59923.687000 r 16.1810 0.0110
59923.687243 r 16.2099 0.0151
59923.694410 r 16.1717 0.0540
59923.715000 r 16.1785 0.0412
59923.753720 r 16.1808 0.0725
59924.024000 r 16.1540 0.0240
59924.024496 r 16.1788 0.0262
59924.201850 r 16.1513 0.0171
59924.203540 r 16.1587 0.0180
59924.304000 r 16.1980 0.0120
59924.304191 r 16.1725 0.0155
59924.558830 r 16.1606 0.0229
59924.639590 r 16.1785 0.0384
